"State","CMS_Cert_Num","Provider_Name","Address","City","Zip","Phone","Type_of_Ownership","Date_Certified"
"AZ","37042","NORTHERN ARIZONA HOMECARE COTTONWOOD","203 SOUTH CANDY LANE, SUITE 10 B","COTTONWOOD","86326","9286396674","Other","1983-11-30 00:00:00"
"AZ","37047","NORTHERN ARIZONA HOMECARE FLAGSTAFF","107 EAST OAK AVENUE, SUITE 102A","FLAGSTAFF","86001","9287732238","Other","1984-01-26 00:00:00"
"AZ","37050","KINGMAN REG MEDICAL CTR HOME HEALTH","2202 STOCKTON HILL ROAD, SUITE 200","KINGMAN","86409","9286924630","Other","1984-04-17 00:00:00"
"AZ","37052","UNIVERSITY OF ARIZONA MEDICAL CTRR-HOME HEAL, THE","655 EAST RIVER ROAD, SUITE B209","TUCSON","85704","5206944663","Private","1984-03-15 00:00:00"
"AZ","37057","HAVASU REGIONAL MED CENTER HOME HEALTH","1851 MESQUITE BOULEVARD, SUITE 206","LAKE HAVASU CITY","86403","9286801209","Proprietary","1984-07-27 00:00:00"
"AZ","37068","BAYADA HOME HEALTH CARE INC","706 EAST BELL ROAD, SUITE 101","PHOENIX","85022","6028706364","Proprietary","1985-02-06 00:00:00"
"AZ","37070","DEPENDABLE HOME HEALTH, INC","1120 SOUTH SWAN ROAD","TUCSON","85711","5207213822","Proprietary","1985-01-30 00:00:00"
"AZ","37099","LEGACY HOME HEALTH CARE OF SOUTHERN ARIZONA","4996 EAST MEDITERRANEAN DRIVE, SUITE D","SIERRA VISTA","85635","5203356118","Proprietary","1988-06-10 00:00:00"
"AZ","37101","FOUNDATION FOR SENIOR LIVING HOME HEALTH","1201 EAST THOMAS ROAD","PHOENIX","85014","6022851800","Religious Affiliations","1988-06-17 00:00:00"
"AZ","37106","AMEDISYS HOME HEALTH CARE","7600 NORTH 16TH STREET, SUITE 250","PHOENIX","85020","6023951999","Proprietary","1988-11-30 00:00:00"
"AZ","37112","INTREPID USA HEALTHCARE SERVICES","10371 N ORACLE ROAD, SUITE 105","ORO VALLEY","85737","5207420272","Proprietary","1990-04-17 00:00:00"
"AZ","37114","PAYSON REGIONAL HOME HEALTH","708 EAST ROUTE 260","PAYSON","85541","9284725245","Proprietary","1990-08-06 00:00:00"
"AZ","37118","NURSECORE OF TUCSON","2980 NORTH CAMPBELL, SUITE 160","TUCSON","85719","5207912300","Proprietary","1991-01-23 00:00:00"
"AZ","37125","NSI NURSING SERVICE INC","3075 NORTH SWAN ROAD","TUCSON","85712","5207311117","Proprietary","1992-04-14 00:00:00"
"AZ","37129","DEPENDABLE HOME HEALTH - NOGALES","857 WEST BELL ROAD, SUITE 7","NOGALES","85621","5207613211","Proprietary","1992-07-14 00:00:00"
"AZ","37130","BAYADA HOME HEALTH CARE INC","5700 EAST PIMA STREET, SUITE C","TUCSON","85712","5202962311","Proprietary","1992-06-24 00:00:00"
"AZ","37132","MD HOME HEALTH & STAFFING","7310 NORTH 16TH STREET, SUITE 165","PHOENIX","85020","6022669971","Proprietary","1992-09-15 00:00:00"
"AZ","37133","EL SOL HOME HEALTH INC","694 SOUTH ELLIOT AVENUE","CASA GRANDE","85122","5204210447","Proprietary","1992-09-28 00:00:00"
"AZ","37139","GRANITE MOUNTAIN HOME CARE","3107 CLEARWATER DRIVE SUITE A","PRESCOTT","86305","9284452522","Proprietary","1992-12-17 00:00:00"
"AZ","37144","WATERMARK AT HOME","5830 NORTH FOUNTAINS AVENUE","TUCSON","85704","5208864400","Proprietary","1993-04-29 00:00:00"
"AZ","37146","MOHAVE HOME HEALTH","2755 SILVER CREEK ROAD, SUITE 127","BULLHEAD CITY","86442","9287636979","Proprietary","1993-05-05 00:00:00"
"AZ","37154","NNI HOME CARE SERVICES","3085 NORTH WINDSONG DRIVE, SUITE A","PRESCOTT VALLEY","86314","9287728707","Proprietary","1994-01-14 00:00:00"
"AZ","37162","NURSING SOLUTIONS","15255 NORTH 40TH STREET, BUILDING 6, SUITE 141","PHOENIX","85032","6023311100","Proprietary","1994-08-04 00:00:00"
"AZ","37178","HORIZON HOME HEALTH","32 NORTH 10TH AVENUE, SUITE 6","PAGE","86040","9286459110","Proprietary","1995-07-18 00:00:00"
"AZ","37179","COPPER VALLEY HOME HEALTH","101 COLE AVENUE","BISBEE","85603","5204327450","Other","1994-04-21 00:00:00"
"AZ","37185","WATERMARK AT HOME","6240 EAST THOMAS ROAD, SUITE 203","SCOTTSDALE","85251","4809464145","Proprietary","1996-02-07 00:00:00"
"AZ","37188","NIGHTINGALE HOMECARE","2411 WEST ROSE GARDEN LANE, SUITE 110","PHOENIX","85027","6025041555","Proprietary","1996-04-04 00:00:00"
"AZ","37192","AMEDISYS HOME HEALTH","1380 SOUTH CASTLE DOME AVENUE, SUITE 107","YUMA","85365","9283411300","Proprietary","1996-08-10 00:00:00"
"AZ","37199","ARIZONA HOME CARE","1626 SOUTH EDWARD DRIVE","TEMPE","85281","6022525000","Proprietary","1996-10-28 00:00:00"
"AZ","37202","HOME HEALTH RESOURCES","7500 NORTH DREAMY DRAW DRIVE, SUITE 105A","PHOENIX","85020","6022166005","Proprietary","1996-11-15 00:00:00"
"AZ","37204","LOVING CARE AGENCY","711 EAST MISSOURI AVENUE, SUITE 110","PHOENIX","85014","6024331200","Proprietary","1996-11-26 00:00:00"
"AZ","37205","NURSECORE OF PHOENIX","7000 NORTH 16TH STREET, SUITE 156","PHOENIX","85020","6022743400","Proprietary","1997-03-06 00:00:00"
"AZ","37206","HEALTH CORE HOME CARE","6601 EAST GRANT ROAD, SUITE 212","TUCSON","85715","5208866620","Proprietary","1997-01-14 00:00:00"
"AZ","37212","HEALTH AT HOME","2421 EAST SOUTHERN AVENUE, SUITE 8","TEMPE","85282","4804139087","Proprietary","1997-07-25 00:00:00"
"AZ","37213","BAYADA HOME HEALTH CARE INC","6367 EAST TANQUE VERDE ROAD, SUITE 150","TUCSON","85715","5207218800","Proprietary","1998-09-24 00:00:00"
"AZ","37215","LIFE CARE AT HOME","1661 EAST CAMELBACK ROAD, SUITE 255","PHOENIX","85016","4809913303","Proprietary","1998-12-02 00:00:00"
"AZ","37216","PROFESSIONAL HOME CARE SERVICES","7600 NORTH 16TH STREET, SUITE 140","PHOENIX","85020","6022635000","Proprietary","2001-08-27 00:00:00"
"AZ","37217","ANGELS CARE HOME HEALTH OF ARIZONA","301 SOUTH WILLARD","COTTONWOOD","86326","9286498890","Proprietary","2002-02-05 00:00:00"
"AZ","37219","HERITAGE HOME HEALTHCARE PHOENIX","7310 NORTH 16TH STREET, SUITE 210","PHOENIX","85020","6027452900","Proprietary","2002-09-19 00:00:00"
"AZ","37220","ASSISTED HEALTHCARE SERVICES","8165 EAST INDIAN BEND ROAD,  SUITE #101","SCOTTSDALE","85250","4808602345","Proprietary","2003-01-22 00:00:00"
"AZ","37221","LIFE CARE AT HOME","1820 EAST RIVER ROAD SUITE D100","TUCSON","85718","5204982288","Proprietary","2003-01-28 00:00:00"
"AZ","37224","LOS NINOS HOSPITAL INNOVATIVE","2601 EAST THOMAS ROAD, SUITE 230","PHOENIX","85016","6023059500","Private","2003-09-03 00:00:00"
"AZ","37225","AMEDISYS HOME HEALTH","2185 WEST PECOS ROAD, SUITE E1","CHANDLER","85224","4808839295","Proprietary","2003-08-29 00:00:00"
"AZ","37226","SUNRISE HEALTH SERVICES","1840 EAST UNIVERSITY DRIVE, SUITE 1","MESA","85203","4809260133","Proprietary","2004-01-07 00:00:00"
"AZ","37227","PHOENIX HOME HEALTH NURSING SERVICES, INC","16841 NORTH 31ST AVENUE, SUITE 170","PHOENIX","85053","6027898282","Proprietary","2004-02-12 00:00:00"
"AZ","37228","MAXIM HEALTHCARE SERVICES, INC","5151 EAST BROADWAY BOULEVARD, SUITE 750","TUCSON","85711","5207908200","Proprietary","2004-04-14 00:00:00"
"AZ","37229","MAXICARE HOMEHEALTH, INC","2432 WEST PEORIA AVENUE, SUITE #1120, BLDG 5","PHOENIX","85029","6022461115","Proprietary","2004-07-08 00:00:00"
"AZ","37230","VICTORY HOME CARE AGENCY","1212 NORTH SPENCER STREET, SUITE # 1","MESA","85203","4807266553","Proprietary","2004-08-27 00:00:00"
"AZ","37231","SUPREME HOME CARE","2737 WEST BASELINE ROAD, SUITE #28","TEMPE","85283","6024540155","Proprietary","2004-09-02 00:00:00"
"AZ","37232","AMERICAN PREMIER HOME HEALTH CARE","4029 NORTH 31ST AVENUE","PHOENIX","85017","6022870003","Proprietary","2004-09-29 00:00:00"
"AZ","37233","HORIZON HOME HEALTH OF PHOENIX","7500 DREAMY DRAW DRIVE, SUITE 225","PHOENIX","85020","4808945113","Proprietary","2004-12-15 00:00:00"
"AZ","37234","TEAMSELECT HOME CARE","668 NORTH 44TH STREET, SUITE 227E","PHOENIX","85008","6023828500","Proprietary","2004-12-30 00:00:00"
"AZ","37235","FIRSTAT HOME HEALTH SERVICES","7310 NORTH 16TH STREET, SUITE 135","PHOENIX","85020","6022790000","Proprietary","2005-02-24 00:00:00"
"AZ","37236","ALL AT HOME HEALTH CARE","16601 NORTH 40TH STREET, SUITE 110","PHOENIX","85032","4809703700","Proprietary","2005-04-22 00:00:00"
"AZ","37237","COZY HOME HEALTH CARE","1930 SOUTH ALMA SCHOOL ROAD, SUITE D-103","MESA","85210","6029784663","Proprietary","2005-11-10 00:00:00"
"AZ","37238","GOOD SAMARITAN SOCIETY PRESCOTT HOME HEALTH","1065 RUTH STREET, SUITE 104","PRESCOTT","86301","9287785655","Religious Affiliations","2005-11-23 00:00:00"
"AZ","37239","HAGGAI HEALTHCARE CORP","4531 NORTH 16TH STREET, SUITE 102","PHOENIX","85016","6029435963","Proprietary","2006-01-26 00:00:00"
"AZ","37240","SUN VALLEY HOME CARE & COMMUNITY PALLIATIVE","7227 EAST BASELINE ROAD, SUITE 127","MESA","85209","4806331555","Proprietary","2006-03-21 00:00:00"
"AZ","37242","MAXIM HEALTHCARE SERVICES, INC","7250 NORTH 16TH STREET, SUITE 103","PHOENIX","85020","4809514044","Proprietary","2006-04-25 00:00:00"
"AZ","37243","MGA HOME HEALTHCARE, LLC- PHOENIX","3131 EAST CAMELBACK ROAD, SUITE 200","PHOENIX","85016","6023858733","Proprietary","2006-05-08 00:00:00"
"AZ","37244","KC'S HOME HEALTH CARE, LLC","20612 NORTH CAVE CREEK ROAD, SUITE F151","PHOENIX","85024","6022834089","Proprietary","2006-10-04 00:00:00"
"AZ","37245","VALLEY HOME CARE, LLC","2730 WEST AQUA FRIA FREEWAY, SUITE #104","PHOENIX","85027","6238420900","Proprietary","2006-10-09 00:00:00"
"AZ","37246","INTEGRITY HOME HEALTH CARE SERVICES, LLC","11029 NORTH 24TH AVENUE, SUITE 805","PHOENIX","85029","6029970500","Proprietary","2007-04-12 00:00:00"
"AZ","37247","LEGACY HOME HEALTHCARE","3636 CROSSINGS DRIVE, SUITE C","PRESCOTT","86305","9284439331","Proprietary","2007-04-26 00:00:00"
"AZ","37248","AMEDISYS HOME HEALTH CARE","3443 NORTH CAMPBELL AVENUE, SUITE #155","TUCSON","85719","5203259056","Proprietary","2007-05-08 00:00:00"
"AZ","37249","QUALITY STAFFING SERVICES","1500 EAST BETHANY HOME ROAD, SUITE #140","PHOENIX","85014","6022662203","Proprietary","2007-05-17 00:00:00"
"AZ","37250","MERIDIAN HEALTH CARE PROVIDERS, INC","575 WEST CHANDLER BOULEVARD, SUITE 129","CHANDLER","85225","4808570037","Proprietary","2007-06-19 00:00:00"
"AZ","37251","ASPIRE HOME HEALTHCARE OF ARIZONA INC","9977 NORTH 90TH STREET, SUITE 175","SCOTTSDALE","85258","6022830266","Proprietary","2007-09-27 00:00:00"
"AZ","37252","ANGEL CARE HEALTH SERVICES, INC","1821 NORTH TREKELL ROAD, SUITE 6","CASA GRANDE","85122","5208760622","Proprietary","2007-12-24 00:00:00"
"AZ","37253","ALARYS HOME HEALTH, INC","4250 NORTH DRINKWATER BOULEVARD, SUITE 100","SCOTTSDALE","85251","4804447800","Proprietary","2007-12-19 00:00:00"
"AZ","37254","ATLANTIC HOME HEALTH CARE LLC","10505 NORTH 69TH STREET, SUITE # 100","SCOTTSDALE","85253","6026336100","Proprietary","2008-06-19 00:00:00"
"AZ","37255","INNOVATIVE SENIOR CARE HOME HEALTH","2545 WEST FRYE ROAD, SUITE 10A","CHANDLER","85224","4802689327","Proprietary","2008-09-23 00:00:00"
"AZ","37256","INNOVATIVE SENIOR CARE HOME HEALTH","7500 NORTH CALLE SIN ENVIDIA, BUILDING 3, APT 3101","TUCSON","85718","5202191649","Proprietary","2008-08-19 00:00:00"
"AZ","37257","CELEBRITY HOMEHEALTH","1801 SOUTH JENTILLY LANE  SUITE A-10","TEMPE","85281","4809668888","Proprietary","2008-08-27 00:00:00"
"AZ","37258","ZION HOME HEALTH CARE AGENCY","4700 SOUTH MCCLINTOCK DRIVE, SUITE # 105","TEMPE","85282","6022739222","Proprietary","2008-12-30 00:00:00"
"AZ","37259","ACE HEALTH CARE SERVICES, INC","1037 SOUTH ALVERNON WAY, SUITE 200","TUCSON","85711","5208860443","Proprietary","2008-11-04 00:00:00"
"AZ","37260","ADVANCED HOME CARE","5755 EAST MAIN STREET","MESA","85205","4802142448","Proprietary","2008-10-16 00:00:00"
"AZ","37261","CARE PARTNERS HEALTH SERVICES, INC","14122 WEST MCDOWELL ROAD, SUITE 104","GOODYEAR","85392","6235359607","Proprietary","2009-02-05 00:00:00"
"AZ","37262","ASSISTEO HOME HEALTH","2929 NORTH 44TH STREET, SUITE 102","PHOENIX","85018","6025350610","Private","2009-02-19 00:00:00"
"AZ","37263","OASIS HOME HEALTH CARE","1106 NORTH PINAL AVENUE","CASA GRANDE","85122","5204211120","Proprietary","2009-04-04 00:00:00"
"AZ","37264","HUALAPAI HOME HEALTH CARE, INC","2535 HUALAPAI MOUNTAIN ROAD, SUITE B","KINGMAN","86401","9287539015","Proprietary","2009-04-29 00:00:00"
"AZ","37265","BEATITUDES HOME HEALTH","1610 WEST GLENDALE AVENUE","PHOENIX","85021","6029952611","Proprietary","2009-03-20 00:00:00"
"AZ","37268","PRINCE OF PEACE HOME HEALTHCARE, LLC","10640 NORTH 28TH DRIVE, SUITE A-101","PHOENIX","85029","6024413501","Proprietary","2009-09-28 00:00:00"
"AZ","37269","ANGELS PRN, INC","2755 SOUTH 4TH AVENUE, BLDG 3, SUITE 101","YUMA","85364","9287269163","Proprietary","2009-10-12 00:00:00"
"AZ","37270","ARROWHEAD HOME HEALTH, INC","17035 NORTH 67TH AVENUE, SUITE 4","GLENDALE","85308","6232363949","Proprietary","2009-12-14 00:00:00"
"AZ","37271","SANTE HOME HEALTH AND REHABILITATION SERVICES","10575 NORTH 114TH STREET, SUITE 101","SCOTTSDALE","85259","4802644568","Proprietary","2009-11-09 00:00:00"
"AZ","37272","SANCTUARY HOME HEALTH","20100 NORTH 51ST AVENUE, SUITE 570","GLENDALE","85308","4804431110","Proprietary","2010-02-03 00:00:00"
"AZ","37273","GRACE HOME HEALTH CARE","1450 WEST GUADALUPE, SUITE 121","GILBERT","85233","4804970302","Proprietary","2010-03-03 00:00:00"
"AZ","37274","PRESTIGE HOME HEALTH CARE","3120 NORTH 19TH AVENUE, SUITE 170","PHOENIX","85015","6022798471","Proprietary","2010-06-07 00:00:00"
"AZ","37275","ALL N ONE HOME HEALTH AGENCY, LLC","2922 NORTH 7TH AVENUE","PHOENIX","85013","6023683471","Proprietary","2010-03-13 00:00:00"
"AZ","37276","FOCUS CARE OF ARIZONA, LLC","4350 EAST CAMELBACK ROAD, SUITE A110","PHOENIX","85018","6029552221","Proprietary","2010-02-12 00:00:00"
"AZ","37278","VITAL WELLNESS HOME HEALTH","10451 WEST PALMERAS DRIVE, SUITE 209E","SUN CITY","85373","6239331896","Proprietary","2010-04-16 00:00:00"
"AZ","37279","MGA HOME HEALTHCARE, LLC -TUCSON","4400 EAST BROADWAY BOULEVARD, SUITE #414","TUCSON","85711","5203230200","Proprietary","2010-03-09 00:00:00"
"AZ","37280","ADVANTAGE HEALTH INC","2281 WEST 24TH STREET, SUITE 7","YUMA","85364","9283171300","Proprietary","2010-05-12 00:00:00"
"AZ","37281","GUARDIAN ANGEL HOME CARE, INC","10000 NORTH 31ST AVENUE, SUITE B111","PHOENIX","85051","6028665365","Proprietary","2010-03-12 00:00:00"
"AZ","37282","SUNLIFE HOME HEALTH, LLC","627 NORTH 6TH AVENUE","TUCSON","85705","5208881311","Proprietary","2010-05-11 00:00:00"
"AZ","37283","SOUTHLAND HOME HEALTH","14100 NORTH 83RD AVENUE, SUITE 245","PEORIA","85381","6027737300","Proprietary","2010-07-08 00:00:00"
"AZ","37284","TU CASA HOME HEALTH INC","4515 SOUTH LAKESHORE DRIVE, SUITE 102","TEMPE","85282","6024518065","Proprietary","2010-07-22 00:00:00"
"AZ","37285","ALPHA HEALTHCARE, LLC","16042 NORTH 32ND STREET, SUITE B2","PHOENIX","85032","6023746944","Proprietary","2010-06-28 00:00:00"
"AZ","37286","DEPENDABLE NURSES OF PHOENIX","8687 EAST VIA DE VENTURA, SUITE 110","SCOTTSDALE","85258","4806099006","Proprietary","2010-09-08 00:00:00"
"AZ","37287","AMEDISYS HOME HEALTH","2971 WILLOW CREEK ROAD, SUITE 2A-C","PRESCOTT","86301","9284437663","Proprietary","2010-08-20 00:00:00"
"AZ","37288","RELIABLE NURSES, LLC","3855 SOUTH EVANS BOULEVARD, SUITE 402","TUCSON","85714","5208891328","Proprietary","2010-12-16 00:00:00"
"AZ","37289","HOME CARE ASSOCIATES, INC","1111 NORTH GILBERT, SUITE #210A","GILBERT","85234","4805456255","Proprietary","2010-12-21 00:00:00"
"AZ","37290","ZION'S WAY HOME HEALTH","608 ELM STREET, SUITE C","PAGE","86040","4356880648","Proprietary","2011-03-11 00:00:00"
"AZ","37291","GEMINI HEALTHCARE, LLC","14301 NORTH 87TH STREET, SUITE 310","SCOTTSDALE","85260","4809481847","Proprietary","2011-02-04 00:00:00"
"AZ","37292","DESERT TRAILS HOME HEALTH","2771 SILVER CREEK ROAD, SUITE 107","BULLHEAD CITY","86442","9284441010","Proprietary","2011-03-29 00:00:00"
"AZ","37294","MT GRAHAM REGIONAL MEDICAL CENTER HOME HEALTH SERV","1600 SOUTH 20TH AVENUE, BUILDING E","SAFFORD","85546","9284285668","Proprietary","2011-07-07 00:00:00"
"AZ","37295","ST ELIZABETH HOME HEALTH INC","209 EAST BASELINE ROAD, SUITE # E-207","TEMPE","85283","4804564400","Proprietary","2011-04-11 00:00:00"
"AZ","37296","PREFERRED HEALTH INC","5151 NORTH 16TH STREET, SUITE E226","PHOENIX","85016","6023683000","Proprietary","2011-06-15 00:00:00"
"AZ","37297","APISMELLIS HOMECARE, LLC","1713 KOFA AVENUE, SUITE G","PARKER","85344","3148451705","Proprietary","2011-07-14 00:00:00"
"AZ","37298","CARING TOUCH HOME CARE LLC","2692 SOUTH AVENUE B, SUITE 2","YUMA","85364","9287832188","Proprietary","2011-06-13 00:00:00"
"AZ","37299","ASSURANCE HOME CARE, INC","2312 NORTH ROSEMONT, SUITE 103","TUCSON","85712","5203259989","Proprietary","2011-06-17 00:00:00"
"AZ","37300","INTERIM HEALTHCARE","8125 NORTH 23RD AVENUE, SUITE 221","PHOENIX","85021","6024430111","Proprietary","1981-04-16 00:00:00"
"AZ","37321","NNI HOME CARE SERVICES (SUBUNIT)","624 NORTH HUMPHREYS, SUITE A","FLAGSTAFF","86001","9285560755","Proprietary","2002-01-01 00:00:00"
"AZ","37322","HEALTHSOUTH HOME HEALTH OF TUCSON","2650 NORTH WYATT DRIVE","TUCSON","85712","5203206578","Proprietary","2006-11-22 00:00:00"
"AZ","37323","HEALTHSOUTH HOME HEALTH OF PHOENIX","13460 NORTH 67TH AVENUE, SUITE 3 & 4","GLENDALE","85304","6233345454","Proprietary","2007-06-14 00:00:00"
"AZ","37324","PHOENIX HOME HEALTH-TUCSON","5055 EAST BROADWAY, SUITE C205","TUCSON","85711","6027898282","Proprietary","2010-06-30 00:00:00"
"AZ","37325","VITAL WELLNESS HOME HEALTH","230 WEST MORRISON","YUMA","85364","6239331896","Proprietary","2013-02-22 00:00:00"
"AZ","37400","NETWORK OF CARE, LLC","8704 EAST HANNIBAL STREET","MESA","85207","4807941919","Proprietary","2011-07-30 00:00:00"
"AZ","37401","OPTIMUM HEALTHCARE, INC","1050 EAST UNIVERSITY, SUITE  #9","MESA","85203","4808337514","Proprietary","2011-10-11 00:00:00"
"AZ","37402","APISMELLIS HOMECARE, LLC","500 NORTH LAKE HAVASU AVENUE, SUITE D102","LAKE HAVASU CITY","86404","9285056473","Private","2011-09-29 00:00:00"
"AZ","37403","PRIVATE NURSING INC","2421 EAST SOUTHERN AVENUE, SUITE 5","TEMPE","85282","4807558888","Proprietary","2011-11-17 00:00:00"
"AZ","37404","EVEREST HEALTHCARE SOLUTIONS","4910 EAST ELLIOT ROAD, SUITE 200","PHOENIX","85044","6308368626","Proprietary","2011-10-17 00:00:00"
"AZ","37405","VALLEY OF THE SUN HOME HEALTH CARE, LLC","1501 EAST ORANGEWOOD AVENUE, SUITE B","PHOENIX","85020","6025358255","Proprietary","2011-10-14 00:00:00"
"AZ","37406","CORNERSTONE HEALTHCARE INC","200 NORTH NEBRASKA STREET","CHANDLER","85225","8007438013","Proprietary","2012-01-30 00:00:00"
"AZ","37407","DELTA HOME HEALTH CARE, INC","840 WEST UNIVERSITY DRIVE, SUITE 1","MESA","85201","4806560257","Proprietary","2012-02-28 00:00:00"
"AZ","37408","WELLSTREET HOME THERAPY & MEDICAL SERVICES, LLC","16626 EAST AVENUE OF THE FOUNTAINS, SUITE 102","FOUNTAIN HILLS","85268","4808362240","Proprietary","2012-05-10 00:00:00"
"AZ","37409","ALL CARE INTEGRATED HEALTH SERVICES PLLC","3420 EAST SHEA BOULEVARD, SUITE 250","PHOENIX","85028","6029535115","Proprietary","2012-06-18 00:00:00"
"AZ","37410","HOME HEALTH OF ARIZONA","10238 EAST HAMPTON AVENUE, SUITE 107","MESA","85209","4065411800","Proprietary","2012-05-21 00:00:00"
"AZ","37411","ELITE HOME HEALTH SERVICES, LLC","2140 WEST GREENWAY ROAD, SUITE 100","PHOENIX","85023","6026268462","Proprietary","2012-07-27 00:00:00"
"AZ","37412","VALLEY VIEW HOME HEALTH","1520 HAMMER LANE, SUITE 102","FORT MOHAVE","86426","9287884140","Proprietary","2012-08-11 00:00:00"
"AZ","37413","BEECH HOME CARE AND MEDICAL INC","1837 SOUTH MESA DRIVE A202","MESA","85210","4804619370","Proprietary","2012-09-04 00:00:00"
"AZ","37414","SELECT HOME CARE LLC","17151 WEST STATLER STREET","SURPRISE","85388","6232560577","Proprietary","2012-10-07 00:00:00"
"AZ","37415","ARIZONA MEDICAL INFUSION","20650 NORTH 29TH PLACE, SUITE 105","PHOENIX","85050","6027883400","Proprietary","2012-12-14 00:00:00"
"AZ","37416","BAYADA HOME HEALTH CARE INC","4226 AVENIDA COCHISE, SUITE 10","SIERRA VISTA","85635","5204595300","Proprietary","2012-07-06 00:00:00"
"AZ","37417","DESERT SUN HOME HEALTH","4150 NORTH 108 AVENUE, SUITE 138","PHOENIX","85037","6232719755","Proprietary","2012-11-20 00:00:00"
"AZ","37418","AMERICAN MEDICAL HOMECARE ALLIANCE, INC","9933 EAST BELL ROAD, SUITE #110","SCOTTSDALE","85260","4803593998","Proprietary","2013-03-21 00:00:00"
"AZ","37419","A PLUS HOME HEALTH SERVICES, LLC","1600 WEST CHANDLER BOULEVARD, SUITE 110-B","CHANDLER","85224","4809176994","Proprietary","2013-03-28 00:00:00"
"AR","47000","AR DEPT OF HEALTH-SECTION OF I","5800 WEST TENTH SUITE 300","LITTLE ROCK","72204","5016612614","State/County","1966-07-01 00:00:00"
"AR","47001","VISITING NURSE ASSOCIATION OF ARKANSAS","2 ST VINCENT CIRCLE","LITTLE ROCK","72205","5016644933","Religious Affiliations","1966-07-01 00:00:00"
"AR","47004","AR METH MED CTR HH","900 WEST KINGSHIGHWAY","PARAGOULD","72451","8702397152","Private","1970-08-01 00:00:00"
"AR","47006","ST JOSEPH'S MERCY HOME HEALTH","174 CORNERSTONE COURT","HOT SPRINGS","71913","5013186800","Proprietary","1976-07-26 00:00:00"
"AR","47008","SOUTHEAST ARKANSAS HOME HEALTH AGENCY","901 SOUTH THIRD STREET","MCGEHEE","71654","8702223806","Proprietary","1977-06-15 00:00:00"
"AR","47009","SPARKS REGIONAL MEDICAL CENTER HOME HEALTH","1001 TOWSON AVENUE","FORT SMITH","72901","4794415850","Proprietary","1978-10-25 00:00:00"
