"CMS_Cert_Number","Offers Nursing Care Services","Offers Physical Therapy Services","Offers Occupational Therapy Services","Test","Offers Home Health Aide Services"
"57659","Yes","Yes","Yes","Yes","Yes"
"57661","Yes","Yes","Yes","Yes","Yes"
"57663","Yes","Yes","No","Yes","Yes"
"57678","Yes","Yes","Yes","Yes","Yes"
"57679","Yes","Yes","Yes","Yes","Yes"
"57695","Yes","Yes","Yes","Yes","Yes"
"57704","Yes","Yes","Yes","Yes","Yes"
"57706","Yes","Yes","Yes","Yes","No"
"57708","Yes","Yes","Yes","Yes","Yes"
"57710","Yes","Yes","Yes","Yes","Yes"
"57713","Yes","Yes","No","No","Yes"
"57734","Yes","Yes","Yes","Yes","Yes"
"57736","Yes","Yes","Yes","Yes","Yes"
"57742","Yes","No","No","No","Yes"
"57746","Yes","Yes","Yes","Yes","Yes"
"57753","Yes","Yes","Yes","Yes","Yes"
"57755","Yes","Yes","Yes","Yes","Yes"
"57756","Yes","Yes","Yes","Yes","No"
"57761","Yes","Yes","Yes","Yes","Yes"
"57763","Yes","Yes","Yes","Yes","Yes"
"57772","Yes","Yes","Yes","Yes","Yes"
"57774","Yes","Yes","Yes","Yes","Yes"
"57778","Yes","Yes","No","No","No"
"57786","Yes","Yes","Yes","Yes","Yes"
"57788","Yes","Yes","Yes","Yes","Yes"
"57792","Yes","Yes","Yes","Yes","Yes"
"57794","Yes","Yes","Yes","Yes","Yes"
"57795","Yes","Yes","Yes","Yes","Yes"
"57797","Yes","Yes","Yes","Yes","Yes"
"57799","Yes","Yes","Yes","Yes","Yes"
"58000","Yes","Yes","Yes","Yes","Yes"
"58001","Yes","Yes","Yes","Yes","Yes"
"58004","Yes","Yes","Yes","No","Yes"
"58005","Yes","Yes","Yes","Yes","Yes"
"58007","Yes","Yes","Yes","Yes","Yes"
"58008","Yes","Yes","Yes","Yes","Yes"
"58010","Yes","Yes","Yes","Yes","Yes"
"58013","Yes","Yes","Yes","Yes","Yes"
"58014","Yes","Yes","Yes","Yes","Yes"
"58017","Yes","Yes","Yes","Yes","Yes"
"58018","Yes","Yes","Yes","Yes","Yes"
"58022","Yes","Yes","Yes","Yes","Yes"
"58023","Yes","Yes","Yes","Yes","Yes"
"58025","Yes","Yes","Yes","Yes","Yes"
"58026","Yes","Yes","Yes","Yes","Yes"
"58027","Yes","Yes","Yes","Yes","Yes"
"58030","Yes","Yes","Yes","No","Yes"
"58032","Yes","Yes","Yes","Yes","Yes"
"58033","Yes","Yes","Yes","Yes","Yes"
"58034","Yes","Yes","Yes","Yes","Yes"
"58037","Yes","Yes","Yes","Yes","Yes"
"58038","Yes","Yes","Yes","Yes","Yes"
"58039","Yes","Yes","Yes","Yes","Yes"
"58042","Yes","Yes","Yes","Yes","Yes"
"58045","Yes","Yes","Yes","Yes","Yes"
"58047","Yes","Yes","Yes","Yes","Yes"
"58048","Yes","Yes","Yes","Yes","Yes"
"58049","Yes","Yes","Yes","Yes","Yes"
"58052","Yes","Yes","Yes","Yes","Yes"
"58053","Yes","Yes","Yes","Yes","Yes"
"58054","Yes","Yes","Yes","Yes","Yes"
"58055","Yes","Yes","Yes","Yes","Yes"
"58056","Yes","Yes","Yes","Yes","Yes"
"58058","Yes","Yes","Yes","Yes","Yes"
"58059","Yes","Yes","Yes","Yes","Yes"
"58063","Yes","Yes","Yes","Yes","Yes"
"58064","Yes","Yes","Yes","Yes","Yes"
"58065","Yes","Yes","Yes","Yes","Yes"
"58067","Yes","Yes","Yes","No","Yes"
"58068","Yes","Yes","Yes","Yes","Yes"
"58071","Yes","Yes","Yes","Yes","Yes"
"58072","Yes","Yes","Yes","Yes","Yes"
"58074","Yes","Yes","Yes","Yes","Yes"
"58075","Yes","Yes","Yes","Yes","Yes"
"58076","Yes","Yes","Yes","Yes","Yes"
"58077","Yes","Yes","Yes","Yes","Yes"
"58078","Yes","Yes","Yes","Yes","Yes"
"58080","Yes","Yes","Yes","Yes","Yes"
"58081","Yes","Yes","Yes","Yes","Yes"
"58082","Yes","Yes","Yes","Yes","Yes"
"58083","Yes","Yes","Yes","Yes","Yes"
"58084","Yes","Yes","Yes","Yes","Yes"
"58085","Yes","Yes","Yes","Yes","Yes"
"58086","Yes","Yes","Yes","Yes","Yes"
"58087","Yes","Yes","Yes","Yes","Yes"
"58089","Yes","Yes","Yes","Yes","Yes"
"58090","Yes","Yes","Yes","Yes","Yes"
"58091","Yes","Yes","Yes","Yes","Yes"
"58094","Yes","Yes","Yes","Yes","Yes"
"58095","Yes","Yes","Yes","Yes","Yes"
"58097","Yes","Yes","Yes","Yes","Yes"
"58098","Yes","Yes","Yes","Yes","Yes"
"58099","Yes","Yes","Yes","Yes","Yes"
"58100","Yes","Yes","Yes","No","Yes"
"58101","Yes","Yes","Yes","Yes","Yes"
"58102","Yes","Yes","Yes","Yes","Yes"
"58103","Yes","Yes","Yes","Yes","Yes"
"58104","Yes","Yes","Yes","Yes","Yes"
"58105","Yes","Yes","Yes","Yes","Yes"
"58106","Yes","Yes","Yes","Yes","Yes"
"58107","Yes","Yes","Yes","Yes","Yes"
"58108","Yes","Yes","Yes","Yes","Yes"
"58110","Yes","Yes","Yes","Yes","Yes"
"58111","Yes","Yes","Yes","Yes","Yes"
"58113","Yes","Yes","Yes","Yes","Yes"
"58115","Yes","Yes","Yes","Yes","Yes"
"58116","Yes","Yes","Yes","Yes","Yes"
"58117","Yes","Yes","Yes","Yes","Yes"
"58118","Yes","Yes","Yes","Yes","Yes"
"58119","Yes","Yes","Yes","Yes","Yes"
"58121","Yes","Yes","Yes","Yes","Yes"
"58123","Yes","Yes","Yes","Yes","Yes"
"58124","Yes","Yes","Yes","Yes","Yes"
"58126","Yes","Yes","Yes","Yes","Yes"
"58127","Yes","Yes","Yes","Yes","Yes"
"58128","Yes","Yes","Yes","Yes","Yes"
"58129","Yes","Yes","Yes","Yes","Yes"
"58130","Yes","Yes","Yes","Yes","Yes"
"58131","Yes","Yes","Yes","Yes","Yes"
"58132","Yes","Yes","Yes","Yes","Yes"
"58133","Yes","Yes","Yes","Yes","Yes"
"58135","Yes","Yes","Yes","Yes","Yes"
"58136","Yes","Yes","Yes","Yes","Yes"
"58137","Yes","Yes","Yes","Yes","Yes"
"58138","Yes","Yes","Yes","Yes","Yes"
"58139","Yes","Yes","Yes","Yes","Yes"
"58140","Yes","Yes","Yes","Yes","Yes"
"58141","Yes","Yes","Yes","Yes","Yes"
"58142","Yes","Yes","Yes","Yes","Yes"
"58143","Yes","Yes","Yes","Yes","Yes"
"58144","Yes","Yes","Yes","Yes","Yes"
"58145","Yes","Yes","Yes","Yes","Yes"
"58146","Yes","Yes","Yes","Yes","Yes"
"58148","Yes","Yes","Yes","Yes","Yes"
"58149","Yes","Yes","Yes","Yes","Yes"
"58150","Yes","Yes","Yes","Yes","Yes"
"58151","Yes","No","No","No","Yes"
"58152","Yes","Yes","Yes","Yes","Yes"
"58153","Yes","Yes","Yes","Yes","Yes"
"58154","Yes","Yes","Yes","Yes","Yes"
"58155","Yes","Yes","Yes","Yes","Yes"
"58156","Yes","Yes","Yes","Yes","Yes"
"58158","Yes","Yes","Yes","Yes","Yes"
"58159","Yes","Yes","Yes","Yes","Yes"
"58160","Yes","Yes","Yes","Yes","Yes"
"58161","Yes","Yes","Yes","Yes","Yes"
"58162","Yes","Yes","Yes","Yes","Yes"
"58163","Yes","Yes","Yes","Yes","Yes"
"58164","Yes","Yes","Yes","Yes","Yes"
"58165","Yes","Yes","Yes","Yes","Yes"
"58166","Yes","Yes","Yes","Yes","Yes"
"58167","Yes","Yes","Yes","Yes","Yes"
"58170","Yes","Yes","Yes","Yes","Yes"
"58172","Yes","Yes","Yes","Yes","Yes"
"58173","Yes","Yes","Yes","Yes","Yes"
"58174","Yes","Yes","Yes","Yes","Yes"
"58177","Yes","Yes","Yes","Yes","Yes"
"58180","Yes","Yes","Yes","Yes","Yes"
"58181","Yes","Yes","Yes","Yes","Yes"
"58183","Yes","Yes","Yes","Yes","Yes"
"58184","Yes","Yes","Yes","Yes","Yes"
"58186","Yes","Yes","Yes","Yes","Yes"
"58188","Yes","Yes","Yes","Yes","Yes"
"58189","Yes","Yes","No","Yes","Yes"
"58190","Yes","Yes","Yes","Yes","Yes"
"58191","Yes","Yes","Yes","Yes","Yes"
"58192","Yes","Yes","Yes","Yes","Yes"
"58193","Yes","Yes","Yes","Yes","Yes"
"58194","Yes","Yes","Yes","Yes","Yes"
"58195","Yes","Yes","Yes","Yes","Yes"
"58198","Yes","Yes","Yes","Yes","Yes"
"58199","Yes","Yes","Yes","Yes","Yes"
"58200","Yes","Yes","Yes","Yes","No"
"58201","Yes","Yes","Yes","Yes","Yes"
"58202","Yes","Yes","Yes","Yes","Yes"
"58203","Yes","Yes","Yes","Yes","Yes"
"58205","Yes","Yes","Yes","Yes","Yes"
"58207","Yes","Yes","Yes","Yes","Yes"
"58209","Yes","Yes","Yes","Yes","Yes"
"58210","Yes","Yes","Yes","Yes","Yes"
"58211","Yes","Yes","Yes","Yes","Yes"
"58212","Yes","Yes","Yes","Yes","Yes"
"58213","Yes","Yes","Yes","Yes","Yes"
"58215","Yes","Yes","Yes","Yes","Yes"
"58216","Yes","Yes","Yes","Yes","Yes"
"58217","Yes","Yes","Yes","Yes","Yes"
"58218","Yes","Yes","Yes","Yes","Yes"
"58219","Yes","Yes","Yes","Yes","Yes"
"58220","Yes","Yes","Yes","Yes","Yes"
"58221","Yes","Yes","Yes","No","Yes"
"58222","Yes","Yes","Yes","Yes","Yes"
"58224","Yes","Yes","Yes","Yes","Yes"
"58226","Yes","Yes","Yes","Yes","Yes"
"58227","Yes","Yes","Yes","Yes","Yes"
"58228","Yes","Yes","Yes","Yes","Yes"
"58230","Yes","Yes","Yes","Yes","Yes"
"58231","Yes","Yes","Yes","Yes","Yes"
"58233","Yes","Yes","Yes","Yes","Yes"
"58234","Yes","Yes","Yes","Yes","Yes"
"58236","Yes","Yes","Yes","Yes","Yes"
"58237","Yes","Yes","Yes","Yes","Yes"
"58238","Yes","Yes","Yes","Yes","Yes"
"58239","Yes","Yes","Yes","Yes","No"
"58242","Yes","Yes","Yes","Yes","Yes"
"58243","Yes","Yes","Yes","Yes","Yes"
"58244","Yes","Yes","Yes","Yes","Yes"
"58245","Yes","Yes","Yes","Yes","Yes"
"58246","Yes","Yes","Yes","Yes","Yes"
"58247","Yes","Yes","Yes","Yes","Yes"
"58248","Yes","Yes","Yes","Yes","Yes"
"58250","Yes","Yes","Yes","Yes","Yes"
"58252","Yes","Yes","Yes","Yes","Yes"
"58253","Yes","Yes","Yes","Yes","Yes"
"58254","Yes","Yes","Yes","Yes","Yes"
"58255","Yes","Yes","Yes","Yes","Yes"
"58256","Yes","Yes","Yes","Yes","Yes"
"58258","Yes","Yes","No","No","Yes"
"58259","Yes","Yes","Yes","Yes","Yes"
"58260","Yes","Yes","Yes","Yes","Yes"
"58261","Yes","Yes","Yes","Yes","Yes"
"58262","Yes","Yes","Yes","Yes","Yes"
"58263","Yes","Yes","Yes","Yes","Yes"
"58264","Yes","Yes","Yes","Yes","Yes"
"58265","Yes","Yes","Yes","Yes","Yes"
"58266","Yes","Yes","Yes","Yes","Yes"
"58267","Yes","Yes","Yes","Yes","Yes"
"58268","Yes","Yes","Yes","Yes","Yes"
"58269","Yes","Yes","Yes","Yes","Yes"
"58270","Yes","Yes","Yes","Yes","Yes"
"58271","Yes","Yes","Yes","Yes","Yes"
"58272","Yes","Yes","Yes","Yes","Yes"
"58273","Yes","Yes","Yes","Yes","Yes"
"58274","Yes","Yes","Yes","Yes","Yes"
"58277","Yes","Yes","Yes","Yes","Yes"
"58278","Yes","Yes","Yes","Yes","Yes"
"58279","Yes","Yes","Yes","Yes","Yes"
"58280","Yes","Yes","Yes","Yes","Yes"
"58281","Yes","Yes","Yes","Yes","Yes"
"58282","Yes","Yes","Yes","Yes","Yes"
"58283","Yes","Yes","No","No","Yes"
"58284","Yes","Yes","Yes","Yes","Yes"
"58285","Yes","Yes","Yes","Yes","Yes"
"58286","Yes","Yes","Yes","Yes","Yes"
"58287","Yes","Yes","Yes","Yes","Yes"
"58288","Yes","Yes","Yes","Yes","Yes"
"58289","Yes","No","No","No","Yes"
"58290","Yes","Yes","Yes","Yes","Yes"
"58291","Yes","Yes","Yes","Yes","Yes"
"58292","Yes","Yes","Yes","Yes","Yes"
"58293","Yes","Yes","Yes","Yes","Yes"
"58294","Yes","Yes","Yes","Yes","Yes"
"58295","Yes","Yes","Yes","Yes","Yes"
"58296","Yes","Yes","Yes","Yes","Yes"
"58297","Yes","Yes","Yes","Yes","Yes"
"58298","Yes","Yes","Yes","Yes","Yes"
"58299","Yes","Yes","Yes","Yes","Yes"
"58300","Yes","Yes","Yes","Yes","Yes"
"58301","Yes","Yes","Yes","Yes","Yes"
"58303","Yes","Yes","Yes","Yes","Yes"
"58304","Yes","Yes","Yes","Yes","No"
"58306","Yes","Yes","Yes","Yes","Yes"
"58307","Yes","Yes","Yes","Yes","Yes"
"58309","Yes","Yes","Yes","Yes","Yes"
"58310","Yes","Yes","Yes","Yes","Yes"
"58311","Yes","Yes","Yes","Yes","Yes"
"58312","Yes","Yes","Yes","Yes","Yes"
"58313","Yes","Yes","Yes","Yes","Yes"
"58314","Yes","Yes","Yes","Yes","Yes"
"58315","Yes","Yes","Yes","Yes","Yes"
"58316","Yes","Yes","Yes","Yes","Yes"
"58318","Yes","No","No","No","Yes"
"58319","Yes","Yes","Yes","Yes","Yes"
"58320","Yes","Yes","No","No","Yes"
"58321","Yes","Yes","Yes","Yes","Yes"
"58322","Yes","Yes","Yes","Yes","Yes"
"58323","Yes","No","No","No","Yes"
"58324","Yes","Yes","Yes","Yes","Yes"
"58325","Yes","Yes","Yes","Yes","Yes"
"58326","Yes","Yes","Yes","Yes","Yes"
"58327","Yes","Yes","Yes","Yes","Yes"
"58328","Yes","Yes","Yes","Yes","Yes"
"58330","Yes","Yes","Yes","Yes","Yes"
"58331","Yes","Yes","Yes","Yes","Yes"
"58332","Yes","Yes","Yes","Yes","Yes"
"58334","Yes","Yes","Yes","Yes","Yes"
"58335","Yes","Yes","Yes","Yes","Yes"
"58336","Yes","No","No","No","Yes"
"58337","Yes","Yes","Yes","Yes","Yes"
"58338","Yes","Yes","Yes","Yes","Yes"
"58340","Yes","Yes","Yes","Yes","Yes"
"58341","Yes","Yes","Yes","Yes","No"
"58342","Yes","Yes","Yes","Yes","Yes"
"58343","Yes","Yes","Yes","Yes","Yes"
"58344","Yes","Yes","Yes","Yes","Yes"
"58345","Yes","Yes","Yes","Yes","Yes"
"58346","Yes","Yes","Yes","Yes","Yes"
"58347","Yes","Yes","Yes","Yes","Yes"
"58349","Yes","Yes","Yes","Yes","Yes"
"58351","Yes","Yes","Yes","Yes","Yes"
"58352","Yes","Yes","No","Yes","Yes"
"58353","Yes","Yes","Yes","Yes","Yes"
"58354","Yes","Yes","Yes","Yes","Yes"
"58355","Yes","Yes","Yes","Yes","Yes"
"58356","Yes","Yes","Yes","Yes","Yes"
"58358","Yes","Yes","Yes","Yes","Yes"
"58359","Yes","Yes","Yes","Yes","Yes"
"58360","Yes","Yes","Yes","Yes","Yes"
"58361","Yes","Yes","Yes","Yes","Yes"
"58362","Yes","Yes","Yes","Yes","Yes"
"58363","Yes","Yes","Yes","Yes","Yes"
"58365","Yes","Yes","Yes","Yes","Yes"
"58366","Yes","Yes","Yes","Yes","Yes"
"58367","Yes","Yes","Yes","Yes","Yes"
"58368","Yes","Yes","Yes","Yes","Yes"
"58370","Yes","Yes","Yes","Yes","Yes"
"58371","Yes","Yes","Yes","Yes","Yes"
"58372","Yes","Yes","Yes","Yes","Yes"
"58373","Yes","Yes","Yes","Yes","Yes"
"58374","Yes","Yes","Yes","Yes","Yes"
"58375","Yes","Yes","Yes","Yes","Yes"
"58376","Yes","Yes","Yes","Yes","Yes"
"58377","Yes","Yes","Yes","Yes","Yes"
"58378","Yes","Yes","Yes","Yes","Yes"
"58379","Yes","Yes","Yes","Yes","Yes"
"58380","Yes","Yes","Yes","Yes","Yes"
"58381","Yes","Yes","Yes","Yes","Yes"
"58382","Yes","Yes","Yes","Yes","Yes"
"58383","Yes","Yes","Yes","Yes","Yes"
"58384","Yes","Yes","Yes","Yes","Yes"
"58385","Yes","Yes","Yes","Yes","Yes"
"58386","Yes","Yes","Yes","Yes","Yes"
"58387","Yes","Yes","Yes","Yes","Yes"
"58388","Yes","Yes","Yes","Yes","Yes"
"58389","Yes","Yes","Yes","Yes","Yes"
"58390","Yes","Yes","Yes","Yes","Yes"
"58391","Yes","Yes","Yes","Yes","Yes"
"58392","Yes","Yes","Yes","Yes","Yes"
"58393","Yes","Yes","Yes","Yes","Yes"
"58394","Yes","Yes","Yes","Yes","Yes"
"58395","Yes","Yes","Yes","Yes","Yes"
"58396","Yes","Yes","Yes","Yes","Yes"
"58397","Yes","Yes","Yes","Yes","Yes"
"58398","Yes","Yes","Yes","Yes","Yes"
"58399","Yes","Yes","Yes","Yes","Yes"
"58400","Yes","Yes","Yes","Yes","Yes"
"58401","Yes","Yes","Yes","Yes","Yes"
"58402","Yes","Yes","Yes","Yes","Yes"
"58403","Yes","Yes","Yes","Yes","Yes"
"58405","Yes","Yes","Yes","Yes","Yes"
"58406","Yes","Yes","Yes","Yes","Yes"
"58407","Yes","Yes","Yes","Yes","Yes"
"58408","Yes","Yes","Yes","Yes","Yes"
"58409","Yes","Yes","Yes","Yes","Yes"
"58410","Yes","Yes","Yes","Yes","Yes"
"58411","Yes","Yes","Yes","Yes","Yes"
"58412","Yes","Yes","Yes","Yes","Yes"
"58413","Yes","Yes","Yes","Yes","Yes"
"58414","Yes","Yes","Yes","Yes","Yes"
"58415","Yes","Yes","Yes","Yes","Yes"
"58416","Yes","Yes","Yes","Yes","Yes"
"58417","Yes","Yes","Yes","Yes","Yes"
"58418","Yes","Yes","Yes","Yes","Yes"
"58419","Yes","Yes","Yes","Yes","Yes"
"58420","Yes","Yes","Yes","Yes","Yes"
"58421","Yes","Yes","Yes","Yes","Yes"
"58422","Yes","Yes","Yes","Yes","Yes"
"58423","Yes","Yes","Yes","Yes","Yes"
"58424","Yes","Yes","Yes","Yes","Yes"
"58425","Yes","Yes","Yes","Yes","Yes"
"58426","Yes","Yes","Yes","Yes","Yes"
"58427","Yes","Yes","Yes","Yes","Yes"
"58428","Yes","Yes","Yes","Yes","Yes"
"58429","Yes","Yes","Yes","Yes","Yes"
"58430","Yes","Yes","Yes","Yes","Yes"
"58431","Yes","Yes","Yes","Yes","Yes"
"58432","Yes","Yes","Yes","Yes","Yes"
"58433","Yes","Yes","Yes","Yes","Yes"
"58434","Yes","Yes","Yes","Yes","Yes"
"58435","Yes","Yes","Yes","Yes","Yes"
"58436","Yes","Yes","Yes","Yes","Yes"
"58437","Yes","Yes","Yes","Yes","Yes"
"58438","Yes","Yes","Yes","Yes","Yes"
"58439","Yes","Yes","Yes","Yes","Yes"
"58440","Yes","Yes","Yes","Yes","Yes"
"58441","Yes","Yes","Yes","Yes","Yes"
"58442","Yes","Yes","Yes","Yes","Yes"
"58443","Yes","Yes","Yes","Yes","Yes"
"58444","Yes","Yes","Yes","Yes","Yes"
"58445","Yes","Yes","Yes","Yes","Yes"
"58446","Yes","Yes","Yes","Yes","Yes"
"58447","Yes","Yes","Yes","Yes","Yes"
"58448","Yes","Yes","Yes","Yes","Yes"
"58449","Yes","Yes","Yes","Yes","Yes"
"58450","Yes","Yes","Yes","Yes","Yes"
"58451","Yes","Yes","Yes","Yes","Yes"
"58452","Yes","Yes","Yes","Yes","Yes"
"58453","Yes","Yes","Yes","Yes","Yes"
"58454","Yes","Yes","Yes","Yes","Yes"
"58455","Yes","Yes","Yes","Yes","Yes"
"58456","Yes","Yes","Yes","Yes","Yes"
"58457","Yes","Yes","Yes","Yes","No"
"58458","Yes","Yes","Yes","Yes","Yes"
"58459","Yes","Yes","Yes","Yes","Yes"
"58460","Yes","Yes","Yes","Yes","Yes"
"58461","Yes","Yes","Yes","Yes","Yes"
"58462","Yes","Yes","Yes","Yes","Yes"
"58463","Yes","Yes","Yes","Yes","Yes"
"58464","Yes","Yes","Yes","Yes","Yes"
"58465","Yes","Yes","Yes","Yes","Yes"
"58466","Yes","Yes","Yes","Yes","Yes"
"58467","Yes","Yes","Yes","Yes","Yes"
"58468","Yes","Yes","Yes","Yes","Yes"
"58469","Yes","Yes","Yes","Yes","Yes"
"58470","Yes","Yes","Yes","Yes","Yes"
"58471","Yes","Yes","Yes","Yes","Yes"
"58473","Yes","Yes","Yes","Yes","Yes"
"58474","Yes","Yes","Yes","Yes","Yes"
"58475","Yes","Yes","Yes","Yes","Yes"
"58476","Yes","Yes","Yes","Yes","Yes"
"58477","Yes","Yes","Yes","Yes","Yes"
"58478","Yes","Yes","Yes","Yes","Yes"
"58479","Yes","Yes","Yes","Yes","Yes"
"58480","Yes","Yes","Yes","Yes","Yes"
"58481","Yes","Yes","Yes","Yes","Yes"
"58482","Yes","Yes","Yes","Yes","Yes"
"58483","Yes","Yes","Yes","Yes","Yes"
"58484","Yes","Yes","Yes","Yes","Yes"
"58485","Yes","Yes","Yes","Yes","Yes"
"58486","Yes","Yes","Yes","Yes","Yes"
"58487","Yes","Yes","Yes","Yes","Yes"
"58488","Yes","Yes","Yes","Yes","Yes"
"58490","Yes","Yes","No","Yes","Yes"
"58491","Yes","Yes","Yes","Yes","Yes"
"58492","Yes","Yes","Yes","Yes","Yes"
"58493","Yes","Yes","No","Yes","Yes"
"58494","Yes","Yes","Yes","Yes","Yes"
"58495","Yes","Yes","Yes","Yes","Yes"
"58496","Yes","Yes","Yes","Yes","Yes"
"58497","Yes","Yes","Yes","Yes","Yes"
"58498","Yes","Yes","Yes","Yes","Yes"
"58499","Yes","Yes","Yes","Yes","Yes"
"59000","Yes","Yes","Yes","Yes","Yes"
"59001","Yes","Yes","Yes","Yes","Yes"
"59002","Yes","Yes","Yes","Yes","Yes"
"59003","Yes","Yes","Yes","Yes","Yes"
"59004","Yes","Yes","Yes","Yes","Yes"
"59005","Yes","Yes","Yes","Yes","Yes"
"59006","Yes","Yes","Yes","Yes","Yes"
"59007","Yes","Yes","Yes","Yes","Yes"
"59008","Yes","Yes","Yes","Yes","Yes"
"59009","Yes","Yes","Yes","Yes","Yes"
"59010","Yes","Yes","Yes","Yes","Yes"
"59011","Yes","Yes","Yes","Yes","Yes"
"59012","Yes","Yes","Yes","Yes","Yes"
"59013","Yes","Yes","Yes","Yes","Yes"
"59014","Yes","Yes","Yes","Yes","Yes"
"59015","Yes","Yes","Yes","Yes","Yes"
"59016","Yes","Yes","Yes","Yes","Yes"
"59017","Yes","Yes","Yes","Yes","Yes"
"59018","Yes","Yes","Yes","Yes","Yes"
"59019","Yes","Yes","Yes","Yes","Yes"
"59020","Yes","Yes","Yes","Yes","Yes"
"59021","Yes","Yes","Yes","Yes","Yes"
"59022","Yes","Yes","Yes","Yes","Yes"
"59023","Yes","Yes","Yes","Yes","Yes"
"59024","Yes","Yes","Yes","Yes","Yes"
"59025","Yes","Yes","Yes","Yes","Yes"
"59026","Yes","Yes","Yes","Yes","Yes"
"59027","Yes","Yes","Yes","Yes","Yes"
"59028","Yes","Yes","Yes","Yes","Yes"
"59029","Yes","Yes","Yes","Yes","Yes"
"59031","Yes","Yes","No","Yes","Yes"
"59032","Yes","Yes","Yes","Yes","Yes"
"59033","Yes","Yes","Yes","Yes","No"
"59034","Yes","Yes","Yes","Yes","Yes"
"59035","Yes","Yes","Yes","Yes","Yes"
"59036","Yes","Yes","Yes","Yes","Yes"
"59037","Yes","Yes","Yes","Yes","Yes"
"59039","Yes","Yes","Yes","Yes","Yes"
"59040","Yes","Yes","Yes","Yes","Yes"
"59041","Yes","Yes","Yes","Yes","Yes"
"59042","Yes","Yes","Yes","Yes","Yes"
"59043","Yes","Yes","Yes","Yes","Yes"
"59044","Yes","Yes","Yes","Yes","Yes"
"59045","Yes","Yes","Yes","Yes","Yes"
"59046","Yes","Yes","Yes","Yes","Yes"
"59047","Yes","Yes","Yes","Yes","Yes"
"59048","Yes","Yes","Yes","Yes","Yes"
"59049","Yes","Yes","Yes","Yes","Yes"
"59050","Yes","Yes","Yes","Yes","Yes"
"59051","Yes","Yes","Yes","Yes","Yes"
"59052","Yes","Yes","Yes","Yes","Yes"
"59053","Yes","Yes","Yes","Yes","Yes"
"59054","Yes","Yes","Yes","Yes","Yes"
"59055","Yes","Yes","Yes","Yes","Yes"
"59056","Yes","Yes","Yes","Yes","Yes"
"59057","Yes","Yes","Yes","Yes","Yes"
"59058","Yes","Yes","Yes","Yes","Yes"
"59059","Yes","No","No","Yes","Yes"
"59060","Yes","Yes","Yes","Yes","Yes"
"59061","Yes","Yes","Yes","Yes","Yes"
"59062","Yes","Yes","Yes","Yes","No"
"59064","Yes","Yes","Yes","Yes","Yes"
"59065","Yes","Yes","Yes","Yes","Yes"
"59066","Yes","Yes","Yes","Yes","Yes"
"59067","Yes","Yes","Yes","Yes","Yes"
"59068","Yes","Yes","Yes","Yes","Yes"
"59069","Yes","Yes","Yes","Yes","Yes"
"59070","Yes","Yes","Yes","Yes","Yes"
"59071","Yes","Yes","Yes","Yes","Yes"
"59072","Yes","Yes","Yes","Yes","Yes"
"59073","Yes","Yes","Yes","Yes","Yes"
"59074","Yes","Yes","Yes","Yes","Yes"
"59075","Yes","Yes","Yes","Yes","Yes"
"59076","Yes","Yes","Yes","Yes","Yes"
"59078","Yes","Yes","Yes","No","Yes"
"59079","Yes","Yes","Yes","Yes","Yes"
"59080","Yes","Yes","Yes","Yes","Yes"
"59083","Yes","Yes","Yes","Yes","Yes"
"59084","Yes","Yes","Yes","Yes","Yes"
"59085","Yes","Yes","Yes","Yes","Yes"
"59086","Yes","Yes","Yes","Yes","Yes"
"59087","Yes","Yes","Yes","Yes","Yes"
"59088","Yes","Yes","Yes","Yes","Yes"
"59089","Yes","Yes","Yes","Yes","Yes"
"59091","Yes","Yes","Yes","Yes","Yes"
"59092","Yes","Yes","Yes","Yes","Yes"
"59093","Yes","Yes","Yes","Yes","Yes"
"59094","Yes","Yes","Yes","Yes","Yes"
"59095","Yes","Yes","Yes","Yes","Yes"
"59096","Yes","Yes","Yes","Yes","Yes"
"59098","Yes","Yes","Yes","Yes","Yes"
"59099","Yes","Yes","Yes","Yes","Yes"
"59100","Yes","Yes","Yes","Yes","Yes"
"59101","Yes","Yes","Yes","Yes","Yes"
"59102","Yes","Yes","No","No","Yes"
"59103","Yes","Yes","Yes","Yes","Yes"
"59104","Yes","Yes","Yes","Yes","Yes"
"59105","Yes","Yes","Yes","Yes","Yes"
"59106","Yes","Yes","Yes","Yes","Yes"
"59107","Yes","No","No","Yes","Yes"
"59108","Yes","Yes","Yes","Yes","Yes"
"59109","Yes","Yes","Yes","Yes","Yes"
"59110","Yes","Yes","Yes","Yes","Yes"
"59111","Yes","Yes","Yes","Yes","Yes"
"59112","Yes","Yes","Yes","Yes","No"
"59113","Yes","Yes","Yes","Yes","Yes"
"59114","Yes","Yes","Yes","Yes","Yes"
"59115","Yes","Yes","Yes","Yes","Yes"
"59116","Yes","Yes","Yes","Yes","Yes"
"59117","Yes","Yes","Yes","No","Yes"
"59118","Yes","Yes","Yes","Yes","Yes"
"59119","Yes","Yes","Yes","Yes","Yes"
"59120","Yes","Yes","Yes","Yes","Yes"
"59121","Yes","Yes","Yes","Yes","Yes"
"59122","Yes","Yes","Yes","Yes","Yes"
"59123","Yes","Yes","Yes","Yes","Yes"
"59125","Yes","Yes","Yes","Yes","Yes"
"59126","Yes","Yes","Yes","Yes","Yes"
"59127","Yes","Yes","Yes","Yes","Yes"
"59128","Yes","Yes","Yes","Yes","Yes"
"59129","Yes","No","No","No","Yes"
