"CMS_Cert_Num","Question_1","Question_2","Question_3","Question_4","Question_5","Question_6","Question_7","Question_8","Question_9","Question_10","Question_11","Question_12","Question_13","Question_14","Question_15","Question_16","Question_17","Question_18","Question_19"
"57545","94","94","99","97","78","73","97","99","98","95","95","59","54","70","68","77","53","13","16"
"57564","98","98","98","100","76","75","100","100","100","99","100","65","56","67","76","71","54","11","11"
"57567","99","98","91","94","72","74","99","100","99","99","100","63","63","75","68","76","47","10","15"
"57569","98","99","100","93","80","58","99","100","99","100","100","60","56","61","76","65","45","6","12"
"57570","92","95","99","94","69","63","99","99","99","99","95","62","70","74","70","79","58","13","17"
"57571","98","98","99","100","85","88","100","100","100","99","100","66","64","75","74","77","52","11","14"
"57573","88","96","99","100","82","87","100","100","100","100","100","73","69","73","82","81","63","4","18"
"57576","79","54","96","100","66","66","98","99","99","92","100","47","43","61","62","72","50","13","14"
"57598","80","92","97","99","76","78","93","99","98","100","98","55","50","62","64","67","45","12","15"
"57600","91","98","93","99","70","68","99","98","94","86","99","60","54","71","63","75","46","10","13"
"57602","97","97","96","98","78","77","99","100","99","99","99","59","55","62","62","53","53","12","15"
"57605","90","90","97","94","72","71","96","97","97","98","100","49","59","70","55","70","52","16","15"
"57606","94","99","100","100","80","84","100","100","100","100","100","65","68","77","79","83","61","11","14"
"57609","74","97","94","97","61","47","98","99","96","94","98","64","63","71","61","76","56","17","15"
"57620","96","97","100","99","77","81","99","100","98","100","97","50","54","60","65","66","51","9","16"
"57627","84","91","81","99","73","80","99","99","98","97","98","61","62","71","74","70","50","12","15"
"57631","98","99","84","97","61","58","99","100","98","98","99","57","56","67","64","77","46","9","14"
"57657","85","90","73","97","79","81","99","99","100","100","97","47","39","56","44","69","39","14","14"
"57659","95","97","99","94","72","74","99","99","98","95","97","52","55","68","61","64","39","14","15"
"57661","99","94","63","99","71","76","98","99","99","99","100","52","52","72","69","68","58","16","17"
"57663","94","99","98","99","70","70","99","100","98","100","99","61","59","70","71","78","50","13","12"
"57678","98","97","95","100","76","84","100","97","96","100","100","67","68","69","91","76","46","16","19"
"57679","95","96","95","99","81","86","99","99","98","99","100","65","69","76","78","82","58","16","17"
"57695","89","84","100","100","81","91","99","100","98","100","100","53","56","65","69","61","45","10","19"
"57704","56","97","99","94","45","54","98","98","97","97","95","49","60","64","91","70","45","19","21"
"57706","97","100","98","100","79","86","100","98","99","96","100","67","75","77","87","82","59","16","15"
"57708","92","99","100","98","25","16","100","98","91","95","99","61","53","77","69","65","59","16","11"
"57710","65","97","100","100","71","63","100","100","100","97","100","63","73","70","62","58","45","14","16"
"57713","89","93","100","99","92","90","94","100","100","99","99","52","31","59","59","44","35","14","18"
"57734","92","99","87","99","77","64","100","100","93","99","100","56","60","69","75","79","54","9","17"
"57736","90","94","100","100","97","99","100","99","98","100","100","52","51","49","61","36","35","13","18"
"57742","93","98","99","92","57","52","99","93","96","98","100","49","54","66","61","58","51","17","17"
"57746","97","99","100","100","93","42","100","100","100","100","100","65","57","85","78","70","12","8","19"
"57753","89","100","74","99","81","88","100","100","100","93","99","58","56","66","64","58","52","17","14"
"57756","95","88","93","99","72","66","98","98","96","96","95","64","60","70","68","77","50","7","13"
"57761","90","99","99","100","75","82","100","100","97","99","100","57","61","73","69","69","59","11","19"
"57763","76","65","100","99","73","69","99","93","93","99","99","50","61","68","61","68","52","12","13"
"57772","96","100","100","100","67","67","100","100","100","100","100","60","60","73","75","73","45","10","15"
"57778","98","95","99","100","39","18","100","93","90","100","100","49","48","62","52","58","39","15","15"
"57786","98","98","100","93","81","86","99","99","99","100","100","53","54","59","58","60","40","10","16"
"57788","96","94","100","99","58","50","100","97","92","100","97","63","70","76","75","73","53","8","13"
"17000","96","99","87","100","55","58","99","99","100","100","100","66","59","64","66","65","39","14","23"
"17008","94","95","91","98","70","66","100","98","97","99","100","64","56","71","63","67","55","11","18"
"17009","93","95","100","96","57","68","99","96","88","90","99","57","50","73","63","64","54","13","21"
"17013","92","95","99","100","81","81","100","97","94","99","100","69","58","80","72","83","66","10","14"
"17014","96","98","98","99","76","76","100","100","100","99","97","64","48","70","66","55","51","14","17"
"17016","91","91","100","99","68","60","100","84","56","98","100","60","41","62","52","49","46","14","19"
"17017","94","84","100","98","76","78","100","95","93","93","99","71","63","75","69","73","51","11","20"
"17018","92","93","97","100","58","56","99","100","99","97","100","60","54","67","62","76","55","11","19"
"17020","97","95","90","96","71","74","100","100","99","99","98","66","52","69","59","58","52","12","17"
"17024","89","94","98","80","49","49","96","99","94","91","99","62","52","74","69","74","56","10","18"
"17025","88","93","96","95","57","57","99","98","94","96","99","59","57","66","76","74","56","11","17"
"17026","94","86","96","95","49","48","100","92","85","95","99","63","56","68","62","54","53","13","18"
"17027","73","67","96","98","57","49","99","94","91","99","98","54","48","59","48","57","52","10","19"
"17028","95","92","98","100","57","56","100","98","98","100","99","58","56","67","66","56","51","10","16"
"17034","96","95","96","97","65","64","100","100","93","95","99","68","59","77","76","68","63","7","19"
"17035","86","96","93","81","57","53","100","100","98","98","99","58","54","67","70","61","58","10","19"
"17037","92","97","94","100","71","65","100","99","99","100","100","66","49","70","78","72","58","14","17"
"17039","84","94","95","93","90","67","99","98","94","97","99","60","51","67","71","57","51","10","19"
"17041","96","95","99","97","66","65","100","99","90","98","99","65","54","74","59","61","54","17","18"
"17048","86","96","100","99","84","76","100","96","100","100","96","64","52","71","73","69","56","13","16"
"17050","86","86","99","100","65","62","99","99","96","98","100","58","47","67","67","71","55","9","18"
"17051","83","90","97","97","70","59","100","98","91","81","98","62","56","72","74","68","56","12","17"
"17052","92","96","93","96","49","50","99","99","96","98","100","65","61","72","59","69","49","14","17"
"17053","83","93","97","99","62","64","99","97","91","95","100","62","56","69","71","73","60","12","15"
"17054","94","95","96","96","76","80","99","93","94","98","100","72","69","79","77","80","69","10","16"
"17055","93","94","95","96","66","67","98","96","92","97","98","68","57","75","81","89","65","10","14"
"17056","92","84","94","98","46","44","99","96","90","93","100","61","56","75","75","61","58","12","14"
"17058","80","80","91","99","65","67","100","99","98","100","99","59","42","60","59","50","47","11","17"
"17063","98","99","100","100","65","62","100","100","99","100","100","57","52","61","67","52","50","10","16"
"17066","84","61","77","96","39","36","98","86","74","96","98","61","48","63","73","74","51","13","22"
"17067","94","91","99","100","58","54","100","99","98","99","100","65","54","71","73","73","58","11","17"
"17069","92","89","91","100","71","77","99","97","89","95","100","56","49","68","56","59","48","12","17"
"17070","94","91","96","98","63","62","99","96","94","99","99","68","62","75","66","68","60","13","18"
"17071","93","87","100","100","76","73","100","97","61","79","100","63","45","66","57","52","56","13","14"
"17072","95","96","99","100","86","92","100","100","100","99","100","73","60","83","78","78","72","15","17"
"17078","74","93","100","100","97","99","100","100","100","100","99","51","55","67","59","53","60","12","18"
"17079","87","98","100","100","76","77","100","100","96","99","100","71","65","74","74","74","57","8","21"
"17080","83","96","100","100","64","51","99","100","100","100","100","66","57","64","53","42","55","12","16"
"17082","95","72","99","100","80","79","99","98","97","100","100","50","50","57","58","54","38","9","17"
"17083","95","97","89","96","62","64","97","99","98","100","100","68","65","78","94","87","72","15","25"
"17084","86","88","84","98","69","72","100","99","98","99","98","58","57","65","59","42","49","15","18"
"17085","93","94","93","93","34","32","100","100","97","98","96","53","37","61","63","65","46","17","17"
"17086","97","92","99","97","59","56","99","96","95","100","98","68","52","71","49","61","58","15","21"
"17088","96","99","87","100","83","85","100","98","94","100","99","54","67","59","59","61","42","15","15"
"17089","92","95","100","98","80","70","100","99","98","93","98","48","59","59","56","61","52","13","16"
"17090","96","99","100","100","52","37","100","100","100","99","99","100","78","100","96","100","97","16","19"
"17091","92","97","100","100","69","70","100","97","95","100","98","52","48","53","72","61","40","14","16"
"17092","97","96","99","99","90","86","99","98","100","96","99","78","77","83","69","70","73","13","11"
"17093","95","99","99","96","84","89","100","100","100","97","100","65","54","81","59","50","55","12","15"
"17094","96","95","98","100","93","90","100","100","100","99","99","71","62","77","63","64","64","11","24"
"17095","97","97","99","100","74","72","100","100","100","99","100","65","66","62","72","80","62","15","24"
"17096","88","79","86","99","70","70","100","86","81","95","99","60","68","71","68","70","53","14","15"
"17097","97","94","89","99","71","72","97","85","83","99","99","52","44","60","54","43","39","15","18"
"17100","97","94","100","100","38","37","99","98","97","100","91","54","48","62","65","57","46","19","32"
"17102","98","98","100","100","38","15","99","99","98","98","97","56","48","64","72","71","50","9","16"
"17103","97","94","100","100","69","69","100","99","94","100","98","59","52","69","63","60","44","8","19"
"17104","89","97","100","100","72","72","96","98","93","98","96","44","39","35","34","14","33","14","22"
"17106","93","94","92","99","82","88","99","100","99","100","98","65","55","71","60","67","51","10","13"
"17107","98","90","97","100","70","78","100","98","95","100","99","57","53","51","51","39","33","8","23"
"17109","99","98","97","99","79","76","100","100","100","100","100","61","54","61","79","78","47","17","13"
"17112","95","98","99","98","91","86","99","99","99","99","99","58","49","64","56","68","50","11","20"
"17115","92","100","100","99","65","67","100","100","99","99","99","49","46","67","63","41","57","16","17"
"17116","89","90","100","98","48","56","100","100","96","98","99","79","69","80","72","65","67","18","18"
